font,anyo,id_territori,territori,nivel_territorial,categoria,subcategoria,indicador,valor,unitat,nota
EVB,1983,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,24.9,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1984,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,25.5,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1985,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,26.2,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1986,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,25.4,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1987,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,21.6,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1988,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,17.6,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1989,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,18.0,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1990,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,17.1,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1991,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,17.0,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1992,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,13.6,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1993,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,18.0,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1994,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,15.8,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1995,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,14.1,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1996,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,14.3,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1997,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,13.4,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1998,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,14.3,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,1999,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,16.4,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2000,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,17.3,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2001,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,18.4,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2002,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,19.9,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2003,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,20.2,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2004,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,20.7,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2005,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,21.1,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2006,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,20.3,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2007,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,20.1,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2008,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,25.6,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2009,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,24.8,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2010,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,24.2,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2011,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,25.3,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2012,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,20.8,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2013,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,23.7,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2014,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,23.3,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2015,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,24.9,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2016,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,25.6,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2017,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,31.8,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2018,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,30.9,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2019,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,23.5,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2020,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,24.9,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2021,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,26.7,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2022,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,29.8,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2023,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,28.6,percentatge,Sin ciberdelincuencia (serie histórica 1983-2023)
EVB,2024,,Barcelona,municipi,,,index_victimitzacio_sense_ciber,28.6,percentatge,2024: primer año con datos de ciberdelincuencia
EVB,2024,,Barcelona,municipi,,,index_victimitzacio_amb_ciber,35.0,percentatge,2024: primer año con datos de ciberdelincuencia
EVB,1983,,Barcelona,municipi,,,percepcio_seguretat_ciutat,4.1,escala_0_10,
EVB,1984,,Barcelona,municipi,,,percepcio_seguretat_ciutat,4.8,escala_0_10,
EVB,1985,,Barcelona,municipi,,,percepcio_seguretat_ciutat,4.8,escala_0_10,
EVB,1986,,Barcelona,municipi,,,percepcio_seguretat_ciutat,4.7,escala_0_10,
EVB,1987,,Barcelona,municipi,,,percepcio_seguretat_ciutat,3.8,escala_0_10,
EVB,1988,,Barcelona,municipi,,,percepcio_seguretat_ciutat,4.3,escala_0_10,
EVB,1989,,Barcelona,municipi,,,percepcio_seguretat_ciutat,4.3,escala_0_10,
EVB,1990,,Barcelona,municipi,,,percepcio_seguretat_ciutat,4.8,escala_0_10,
EVB,1991,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.0,escala_0_10,
EVB,1992,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.0,escala_0_10,
EVB,1993,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.2,escala_0_10,
EVB,1994,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.3,escala_0_10,
EVB,1995,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.6,escala_0_10,
EVB,1996,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.8,escala_0_10,
EVB,1997,,Barcelona,municipi,,,percepcio_seguretat_ciutat,6.2,escala_0_10,
EVB,1998,,Barcelona,municipi,,,percepcio_seguretat_ciutat,6.3,escala_0_10,
EVB,1999,,Barcelona,municipi,,,percepcio_seguretat_ciutat,6.1,escala_0_10,
EVB,2000,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.9,escala_0_10,
EVB,2001,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.1,escala_0_10,
EVB,2002,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.1,escala_0_10,
EVB,2003,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.2,escala_0_10,
EVB,2004,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.4,escala_0_10,
EVB,2005,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.2,escala_0_10,
EVB,2006,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.3,escala_0_10,
EVB,2007,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.6,escala_0_10,
EVB,2008,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.7,escala_0_10,
EVB,2009,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.6,escala_0_10,
EVB,2010,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.4,escala_0_10,
EVB,2011,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.6,escala_0_10,
EVB,2012,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.7,escala_0_10,
EVB,2013,,Barcelona,municipi,,,percepcio_seguretat_ciutat,6.0,escala_0_10,
EVB,2014,,Barcelona,municipi,,,percepcio_seguretat_ciutat,6.1,escala_0_10,
EVB,2015,,Barcelona,municipi,,,percepcio_seguretat_ciutat,6.2,escala_0_10,
EVB,2016,,Barcelona,municipi,,,percepcio_seguretat_ciutat,6.3,escala_0_10,
EVB,2017,,Barcelona,municipi,,,percepcio_seguretat_ciutat,6.2,escala_0_10,
EVB,2018,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.2,escala_0_10,
EVB,2019,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.2,escala_0_10,
EVB,2020,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.6,escala_0_10,
EVB,2021,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.4,escala_0_10,
EVB,2022,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.3,escala_0_10,
EVB,2023,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.3,escala_0_10,
EVB,2024,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.5,escala_0_10,
EVB,2025,,Barcelona,municipi,,,percepcio_seguretat_ciutat,5.5,escala_0_10,
EVB,1983,,Barcelona,municipi,,,percepcio_seguretat_barri,4.6,escala_0_10,
EVB,1984,,Barcelona,municipi,,,percepcio_seguretat_barri,5.0,escala_0_10,
EVB,1985,,Barcelona,municipi,,,percepcio_seguretat_barri,5.1,escala_0_10,
EVB,1986,,Barcelona,municipi,,,percepcio_seguretat_barri,5.1,escala_0_10,
EVB,1987,,Barcelona,municipi,,,percepcio_seguretat_barri,4.2,escala_0_10,
EVB,1988,,Barcelona,municipi,,,percepcio_seguretat_barri,4.8,escala_0_10,
EVB,1989,,Barcelona,municipi,,,percepcio_seguretat_barri,5.0,escala_0_10,
EVB,1990,,Barcelona,municipi,,,percepcio_seguretat_barri,5.6,escala_0_10,
EVB,1991,,Barcelona,municipi,,,percepcio_seguretat_barri,5.5,escala_0_10,
EVB,1992,,Barcelona,municipi,,,percepcio_seguretat_barri,5.5,escala_0_10,
EVB,1993,,Barcelona,municipi,,,percepcio_seguretat_barri,5.7,escala_0_10,
EVB,1994,,Barcelona,municipi,,,percepcio_seguretat_barri,5.7,escala_0_10,
EVB,1995,,Barcelona,municipi,,,percepcio_seguretat_barri,5.8,escala_0_10,
EVB,1996,,Barcelona,municipi,,,percepcio_seguretat_barri,6.2,escala_0_10,
EVB,1997,,Barcelona,municipi,,,percepcio_seguretat_barri,6.8,escala_0_10,
EVB,1998,,Barcelona,municipi,,,percepcio_seguretat_barri,6.8,escala_0_10,
EVB,1999,,Barcelona,municipi,,,percepcio_seguretat_barri,6.4,escala_0_10,
EVB,2000,,Barcelona,municipi,,,percepcio_seguretat_barri,6.4,escala_0_10,
EVB,2001,,Barcelona,municipi,,,percepcio_seguretat_barri,6.3,escala_0_10,
EVB,2002,,Barcelona,municipi,,,percepcio_seguretat_barri,6.1,escala_0_10,
EVB,2003,,Barcelona,municipi,,,percepcio_seguretat_barri,6.0,escala_0_10,
EVB,2004,,Barcelona,municipi,,,percepcio_seguretat_barri,6.0,escala_0_10,
EVB,2005,,Barcelona,municipi,,,percepcio_seguretat_barri,5.9,escala_0_10,
EVB,2006,,Barcelona,municipi,,,percepcio_seguretat_barri,6.1,escala_0_10,
EVB,2007,,Barcelona,municipi,,,percepcio_seguretat_barri,6.1,escala_0_10,
EVB,2008,,Barcelona,municipi,,,percepcio_seguretat_barri,6.2,escala_0_10,
EVB,2009,,Barcelona,municipi,,,percepcio_seguretat_barri,6.1,escala_0_10,
EVB,2010,,Barcelona,municipi,,,percepcio_seguretat_barri,6.2,escala_0_10,
EVB,2011,,Barcelona,municipi,,,percepcio_seguretat_barri,6.3,escala_0_10,
EVB,2012,,Barcelona,municipi,,,percepcio_seguretat_barri,6.2,escala_0_10,
EVB,2013,,Barcelona,municipi,,,percepcio_seguretat_barri,6.4,escala_0_10,
EVB,2014,,Barcelona,municipi,,,percepcio_seguretat_barri,6.4,escala_0_10,
EVB,2015,,Barcelona,municipi,,,percepcio_seguretat_barri,6.3,escala_0_10,
EVB,2016,,Barcelona,municipi,,,percepcio_seguretat_barri,6.5,escala_0_10,
EVB,2017,,Barcelona,municipi,,,percepcio_seguretat_barri,6.4,escala_0_10,
EVB,2018,,Barcelona,municipi,,,percepcio_seguretat_barri,5.9,escala_0_10,
EVB,2019,,Barcelona,municipi,,,percepcio_seguretat_barri,5.9,escala_0_10,
EVB,2020,,Barcelona,municipi,,,percepcio_seguretat_barri,6.2,escala_0_10,
EVB,2021,,Barcelona,municipi,,,percepcio_seguretat_barri,6.1,escala_0_10,
EVB,2022,,Barcelona,municipi,,,percepcio_seguretat_barri,6.1,escala_0_10,
EVB,2023,,Barcelona,municipi,,,percepcio_seguretat_barri,6.1,escala_0_10,
EVB,2024,,Barcelona,municipi,,,percepcio_seguretat_barri,6.3,escala_0_10,
EVB,2025,,Barcelona,municipi,,,percepcio_seguretat_barri,6.3,escala_0_10,
ESPC,2015,137,Cataluña,ccaa,cistell_2015,,index_victimitzacio,20.6,percentatge,
ESPC,2017,137,Cataluña,ccaa,cistell_2015,,index_victimitzacio,25.9,percentatge,
ESPC,2020,137,Cataluña,ccaa,cistell_2015,,index_victimitzacio,27.6,percentatge,
ESPC,2022,137,Cataluña,ccaa,cistell_2015,,index_victimitzacio,32.4,percentatge,
ESPC,2015,137,Cataluña,ccaa,cistell_2013,,index_victimitzacio,15.8,percentatge,
ESPC,2017,137,Cataluña,ccaa,cistell_2013,,index_victimitzacio,20.3,percentatge,
ESPC,2020,137,Cataluña,ccaa,cistell_2013,,index_victimitzacio,16.7,percentatge,
ESPC,2022,137,Cataluña,ccaa,cistell_2013,,index_victimitzacio,21.0,percentatge,
ESPC,2015,137,Cataluña,ccaa,cistell_2015,,index_fets_delictius,33.9,percentatge,
ESPC,2017,137,Cataluña,ccaa,cistell_2015,,index_fets_delictius,43.4,percentatge,
ESPC,2020,137,Cataluña,ccaa,cistell_2015,,index_fets_delictius,42.6,percentatge,
ESPC,2022,137,Cataluña,ccaa,cistell_2015,,index_fets_delictius,63.3,percentatge,
ESPC,2015,137,Cataluña,ccaa,cistell_2015,,index_multivictimitzacio,1.6,percentatge,
ESPC,2017,137,Cataluña,ccaa,cistell_2015,,index_multivictimitzacio,1.7,percentatge,
ESPC,2020,137,Cataluña,ccaa,cistell_2015,,index_multivictimitzacio,1.5,percentatge,
ESPC,2022,137,Cataluña,ccaa,cistell_2015,,index_multivictimitzacio,1.8,percentatge,
ESPC,2015,137,Cataluña,ccaa,cistell_2015,,record_espontani,6.6,escala,
ESPC,2017,137,Cataluña,ccaa,cistell_2015,,record_espontani,6.5,escala,
ESPC,2020,137,Cataluña,ccaa,cistell_2015,,record_espontani,7.3,escala,
ESPC,2022,137,Cataluña,ccaa,cistell_2015,,record_espontani,8.4,escala,
ESPC,2015,137,Cataluña,ccaa,cistell_2015,,nivell_seguretat_municipi,6.9,escala,
ESPC,2017,137,Cataluña,ccaa,cistell_2015,,nivell_seguretat_municipi,7.2,escala,
ESPC,2020,137,Cataluña,ccaa,cistell_2015,,nivell_seguretat_municipi,6.8,escala,
ESPC,2022,137,Cataluña,ccaa,cistell_2015,,nivell_seguretat_municipi,6.6,escala,
ISC,2001,137,Cataluña,ccaa,Dades sociodemografiques,Poblacio,Poblacio empadronada a Catalunya,6361365.0,persones,
ISC,2020,137,Cataluña,ccaa,Dades sociodemografiques,Poblacio,Poblacio empadronada a Catalunya,7563000.0,persones,"Descens 0,2% vs any anterior"
ISC,2021,137,Cataluña,ccaa,Dades sociodemografiques,Poblacio,Poblacio empadronada a Catalunya,7570908.0,persones,
ISC,2022,137,Cataluña,ccaa,Dades sociodemografiques,Poblacio,Poblacio empadronada a Catalunya,7792611.0,persones,"Increment 0,4% vs 2021"
ISC,2018,137,Cataluña,ccaa,Dades sociodemografiques,Poblacio,Saldo migratori,100000.0,persones,Lleugerament per sota 100.000
ISC,2019,137,Cataluña,ccaa,Dades sociodemografiques,Poblacio,Saldo migratori,110000.0,persones,Per sobre 110.000
ISC,2020,137,Cataluña,ccaa,Dades sociodemografiques,Poblacio,Saldo migratori,50000.0,persones,No va arribar a 50.000
ISC,2021,137,Cataluña,ccaa,Dades sociodemografiques,Poblacio,Saldo migratori,35000.0,persones,Inferior a 35.000
ISC,2022,137,Cataluña,ccaa,Dades sociodemografiques,Poblacio,Saldo migratori,150000.0,persones,Superior a 150.000
ISC,2019,137,Cataluña,ccaa,Dades sociodemografiques,Mercat laboral,Taxa d'atur,11.0,%,
ISC,2020,137,Cataluña,ccaa,Dades sociodemografiques,Mercat laboral,Taxa d'atur,12.6,%,Increment pandemia covid-19
ISC,2021,137,Cataluña,ccaa,Dades sociodemografiques,Mercat laboral,Taxa d'atur,11.6,%,Recuperacio parcial
ISC,2022,137,Cataluña,ccaa,Dades sociodemografiques,Mercat laboral,Taxa d'atur,9.7,%,Millora dades prepandemia
ISC,2020,137,Cataluña,ccaa,Dades sociodemografiques,Mercat laboral,Salari brut anual mitja,27100.11,EUR,
ISC,2021,137,Cataluña,ccaa,Dades sociodemografiques,Mercat laboral,Salari brut anual mitja,28145.02,EUR,Dades 2022 no publicades en tancar l'informe
ISC,2011,137,Cataluña,ccaa,Dades sociodemografiques,Turisme i poblacio flotant,Pernoctacions turistiques - Catalunya total,48174000.0,pernoctacions,
ISC,2019,137,Cataluña,ccaa,Dades sociodemografiques,Turisme i poblacio flotant,Pernoctacions turistiques - Catalunya total,58236000.0,pernoctacions,Maxim del periode
ISC,2020,137,Cataluña,ccaa,Dades sociodemografiques,Turisme i poblacio flotant,Pernoctacions turistiques - Catalunya total,13312000.0,pernoctacions,Caiguda per pandemia
ISC,2021,137,Cataluña,ccaa,Dades sociodemografiques,Turisme i poblacio flotant,Pernoctacions turistiques - Catalunya total,25500000.0,pernoctacions,Gairebe el doble de 2020
ISC,2022,137,Cataluña,ccaa,Dades sociodemografiques,Turisme i poblacio flotant,Pernoctacions turistiques - Catalunya total,53110000.0,pernoctacions,Recuperacio sense superar 2019
ISC,2011,137,Cataluña,ccaa,Dades sociodemografiques,Turisme i poblacio flotant,Pernoctacions hotels - Barcelona,16815000.0,pernoctacions,
ISC,2019,137,Cataluña,ccaa,Dades sociodemografiques,Turisme i poblacio flotant,Pernoctacions hotels - Barcelona,22354000.0,pernoctacions,
ISC,2020,137,Cataluña,ccaa,Dades sociodemografiques,Turisme i poblacio flotant,Pernoctacions hotels - Barcelona,4610000.0,pernoctacions,
ISC,2022,137,Cataluña,ccaa,Dades sociodemografiques,Turisme i poblacio flotant,Pernoctacions hotels - Barcelona,20750000.0,pernoctacions,
ISC,2019,137,Cataluña,ccaa,Dades sociodemografiques,Turisme i poblacio flotant,Passatgers de creuers - Port de Barcelona,3500000.0,passatgers,"Aprox. 3,5 milions"
ISC,2020,137,Cataluña,ccaa,Dades sociodemografiques,Turisme i poblacio flotant,Passatgers de creuers - Port de Barcelona,200000.0,passatgers,Menys de 200.000
ISC,2021,137,Cataluña,ccaa,Dades sociodemografiques,Turisme i poblacio flotant,Passatgers de creuers - Port de Barcelona,500000.0,passatgers,Mes de mig milio
ISC,2022,137,Cataluña,ccaa,Dades sociodemografiques,Turisme i poblacio flotant,Passatgers de creuers - Port de Barcelona,2300000.0,passatgers,"2,3 milions"
ISC,2010,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Efectius PG-ME,15905.0,efectius,
ISC,2011,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Efectius PG-ME,16654.0,efectius,
ISC,2012,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Efectius PG-ME,17160.0,efectius,
ISC,2013,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Efectius PG-ME,17080.0,efectius,
ISC,2014,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Efectius PG-ME,16973.0,efectius,
ISC,2015,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Efectius PG-ME,16869.0,efectius,
ISC,2016,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Efectius PG-ME,16783.0,efectius,
ISC,2017,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Efectius PG-ME,16610.0,efectius,
ISC,2018,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Efectius PG-ME,16450.0,efectius,
ISC,2019,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Efectius PG-ME,16916.0,efectius,
ISC,2020,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Efectius PG-ME,17361.0,efectius,
ISC,2021,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Efectius PG-ME,17889.0,efectius,
ISC,2022,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Efectius PG-ME,17881.0,efectius,
ISC,2006,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Sostre plantilla PG-ME (acord JSC 2006),18267.0,efectius,
ISC,2021,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Sostre plantilla PG-ME (acord JSC 2021),22006.0,efectius,Acord 5 novembre 2021; increment ~4.000 efectius
ISC,2022,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Ratio PG-ME per 1.000 habitants,2.29,efectius per 1.000 hab.,
ISC,2020,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Ratio objectiu PG-ME per 1.000 hab. (pre-2021),2.3,efectius per 1.000 hab.,
ISC,2022,137,Cataluña,ccaa,Efectius cossos de seguretat,Mossos d'Esquadra (PG-ME),Ratio objectiu PG-ME per 1.000 hab. (post-2021),2.6,efectius per 1.000 hab.,Nou objectiu arran del nou sostre
ISC,2019,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Total efectius policies locals,10703.0,efectius,
ISC,2019,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Ratio policies locals (total Catalunya),1.39,efectius per 1.000 hab.,
ISC,2019,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Ratio policies locals (municipis amb PL),1.56,efectius per 1.000 hab.,"Municipis: 217; cobreixen 89,9% poblacio catalana"
ISC,2020,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Total efectius policies locals,10904.0,efectius,
ISC,2020,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Ratio policies locals (total Catalunya),1.41,efectius per 1.000 hab.,
ISC,2020,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Ratio policies locals (municipis amb PL),1.56,efectius per 1.000 hab.,"Municipis: 217; cobreixen 89,9% poblacio catalana"
ISC,2021,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Total efectius policies locals,11167.0,efectius,
ISC,2021,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Ratio policies locals (total Catalunya),1.44,efectius per 1.000 hab.,
ISC,2021,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Ratio policies locals (municipis amb PL),1.61,efectius per 1.000 hab.,"Municipis: 217; cobreixen 89,9% poblacio catalana"
ISC,2022,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Total efectius policies locals,11572.0,efectius,
ISC,2022,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Ratio policies locals (total Catalunya),1.49,efectius per 1.000 hab.,
ISC,2022,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Ratio policies locals (municipis amb PL),1.66,efectius per 1.000 hab.,"Municipis: 217; cobreixen 89,9% poblacio catalana"
ISC,2002,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Ratio PL recomanat per Parlament (Mocio 156/VI),1.4,efectius per 1.000 hab.,"Rang recomanat: 1,3 - 1,5"
ISC,2022,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Ratio PL total (grafic 4),1.48,efectius per 1.000 hab.,
ISC,2022,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Increment total efectius PL vs 2019,8.1,%,
ISC,2022,137,Cataluña,ccaa,Efectius cossos de seguretat,Policies locals,Increment interanual efectius PL,3.6,%,2021-2022
ISC,2005,137,Cataluña,ccaa,Efectius cossos de seguretat,Ratio total policies per 1.000 hab. (totes forces),Ratio efectius policials totals per 1.000 hab.,3.92,efectius per 1.000 hab.,Inclou PG-ME + PL + FCSE
ISC,2006,137,Cataluña,ccaa,Efectius cossos de seguretat,Ratio total policies per 1.000 hab. (totes forces),Ratio efectius policials totals per 1.000 hab.,4.07,efectius per 1.000 hab.,Inclou PG-ME + PL + FCSE
