font,anyo,id_territori,territori,nivel_territorial,categoria,subcategoria,indicador,valor,unitat,nota
ISC,2015,137,Cataluña,ccaa,Violencies masclistes,Violencies sexuals ambit social o comunitari,Fets agressions i abusos sexuals (ambit social/comunitari),1023.0,fets,El 2014 es va ampliar la tipologia de fets
ISC,2016,137,Cataluña,ccaa,Violencies masclistes,Violencies sexuals ambit social o comunitari,Fets agressions i abusos sexuals (ambit social/comunitari),1342.0,fets,El 2014 es va ampliar la tipologia de fets
ISC,2017,137,Cataluña,ccaa,Violencies masclistes,Violencies sexuals ambit social o comunitari,Fets agressions i abusos sexuals (ambit social/comunitari),1330.0,fets,El 2014 es va ampliar la tipologia de fets
ISC,2018,137,Cataluña,ccaa,Violencies masclistes,Violencies sexuals ambit social o comunitari,Fets agressions i abusos sexuals (ambit social/comunitari),1678.0,fets,El 2014 es va ampliar la tipologia de fets
ISC,2019,137,Cataluña,ccaa,Violencies masclistes,Violencies sexuals ambit social o comunitari,Fets agressions i abusos sexuals (ambit social/comunitari),1899.0,fets,El 2014 es va ampliar la tipologia de fets
ISC,2020,137,Cataluña,ccaa,Violencies masclistes,Violencies sexuals ambit social o comunitari,Fets agressions i abusos sexuals (ambit social/comunitari),1525.0,fets,El 2014 es va ampliar la tipologia de fets
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,Violencies sexuals ambit social o comunitari,Fets agressions i abusos sexuals (ambit social/comunitari),2083.0,fets,El 2014 es va ampliar la tipologia de fets
ISC,2022,137,Cataluña,ccaa,Violencies masclistes,Violencies sexuals ambit social o comunitari,Fets agressions i abusos sexuals (ambit social/comunitari),2814.0,fets,El 2014 es va ampliar la tipologia de fets
ISC,2022,137,Cataluña,ccaa,Violencies masclistes,Violencies sexuals ambit social o comunitari,Variacio violencies sexuals 2019-2022,48.0,%,+48% vs 2019
ISC,2022,137,Cataluña,ccaa,Violencies masclistes,Violencies sexuals ambit social o comunitari,Variacio violencies sexuals 2021-2022,35.0,%,+35%
ISC,2022,137,Cataluña,ccaa,Violencies masclistes,Violencies sexuals ambit social o comunitari,% VS per autor conegut,60.0,%,Passen en entorns que la victima considera segurs
ISC,2022,137,Cataluña,ccaa,Violencies masclistes,Violencies sexuals ambit social o comunitari,% VS per autor desconegut,40.0,%,
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,Mostra entrevistades,9575.0,dones,Dones 16+ anys residents a Catalunya
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones que han patit com a minim 1 fet VM en la vida,79.3,%,
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones que han patit VM durant el darrer any,26.2,%,+9 pp vs EVMC 2016
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones victimes de violencia sexual (vida),65.2,%,Inclou comentaris/gestos sexuals
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones victimes de violencia sexual (excl. comentaris/gestos),39.1,%,
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones victimes de violencia psicologica,47.5,%,
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones victimes de violencia digital,28.0,%,
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones que han patit una violacio en la vida,13.6,%,
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones que han patit intent de violacio,12.8,%,
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones victimes VM fora de la parella (vida),67.9,%,"47,8% excloent comentaris/gestos"
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones victimes VM ambit parella (vida des dels 15 anys),52.2,%,Una de cada dues dones
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones victimes VM ambit parella (any 2021),14.7,%,
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones joves 16-29 anys victimes VM (vida),82.7,%,Excloent comentaris/gestos
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones majors 65 anys victimes VM (vida),49.3,%,Excloent comentaris/gestos
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones que decideixen denunciar els fets,18.4,%,Xifra negra elevada (>80% no denuncien)
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% violacions comeses per home conegut per la dona,62.6,%,
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% dones patint violencia digital en el darrer any,9.5,%,Xifra duplicada respecte edicions anteriors
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% fets VM en l'entorn virtual xarxes socials,38.7,%,Primer espai on passen els fets (supera l'oci)
ISC,2021,137,Cataluña,ccaa,Violencies masclistes,EVMC 2021 - Enquesta de violencies masclistes de Catalunya,% fets VM en espais d'oci,19.9,%,Segon espai
ISC,2013,137,Cataluña,ccaa,Bombers i emergencies,Total actuacions,Total actuacions bombers de la Generalitat,62061.0,actuacions,Linia ascendent des de 2014
ISC,2014,137,Cataluña,ccaa,Bombers i emergencies,Total actuacions,Total actuacions bombers de la Generalitat,60716.0,actuacions,Linia ascendent des de 2014
ISC,2015,137,Cataluña,ccaa,Bombers i emergencies,Total actuacions,Total actuacions bombers de la Generalitat,61491.0,actuacions,Linia ascendent des de 2014
ISC,2016,137,Cataluña,ccaa,Bombers i emergencies,Total actuacions,Total actuacions bombers de la Generalitat,63672.0,actuacions,Linia ascendent des de 2014
ISC,2017,137,Cataluña,ccaa,Bombers i emergencies,Total actuacions,Total actuacions bombers de la Generalitat,68242.0,actuacions,Linia ascendent des de 2014
ISC,2018,137,Cataluña,ccaa,Bombers i emergencies,Total actuacions,Total actuacions bombers de la Generalitat,70766.0,actuacions,Linia ascendent des de 2014
ISC,2019,137,Cataluña,ccaa,Bombers i emergencies,Total actuacions,Total actuacions bombers de la Generalitat,73677.0,actuacions,Linia ascendent des de 2014
ISC,2020,137,Cataluña,ccaa,Bombers i emergencies,Total actuacions,Total actuacions bombers de la Generalitat,71208.0,actuacions,Linia ascendent des de 2014
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Total actuacions,Total actuacions bombers de la Generalitat,77121.0,actuacions,Linia ascendent des de 2014
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Total actuacions,Total actuacions bombers de la Generalitat,78050.0,actuacions,Linia ascendent des de 2014
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Total actuacions,Variacio actuacions 2020-2021,8.3,%,"+8,3%"
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Total actuacions,Variacio actuacions 2021-2022,1.0,%,+1%
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Total actuacions,% actuacions urgents sobre total,70.0,%,Mes del 70% son urgents
ISC,2020,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Assistencies tecniques urgents,15683.0,actuacions,
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Assistencies tecniques urgents,9538.0,actuacions,
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Assistencies tecniques urgents,9525.0,actuacions,
ISC,2020,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Fuites perilloses,1106.0,actuacions,
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Fuites perilloses,1374.0,actuacions,
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Fuites perilloses,1689.0,actuacions,
ISC,2020,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Incendi urba,12208.0,actuacions,
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Incendi urba,14029.0,actuacions,
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Incendi urba,14619.0,actuacions,
ISC,2020,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Incendi de vegetacio,3813.0,actuacions,
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Incendi de vegetacio,5595.0,actuacions,"+46,7% vs 2020"
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Incendi de vegetacio,5964.0,actuacions,
ISC,2020,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Mobilitat,8068.0,actuacions,
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Mobilitat,9518.0,actuacions,
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Mobilitat,9780.0,actuacions,
ISC,2020,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Salvaments,13094.0,actuacions,
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Salvaments,14272.0,actuacions,
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Salvaments,17436.0,actuacions,"+22,16% vs 2021"
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Total urgents,54326.0,actuacions,
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Actuacions urgents per tipus,Total urgents,59013.0,actuacions,
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Actuacions no urgents per tipus,Activitat no urgent,12481.0,actuacions,
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Actuacions no urgents per tipus,Activitat no urgent,10107.0,actuacions,
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Actuacions no urgents per tipus,Dispositiu preventiu,1424.0,actuacions,
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Actuacions no urgents per tipus,Dispositiu preventiu,1736.0,actuacions,
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Actuacions no urgents per tipus,Practiques,8523.0,actuacions,
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Actuacions no urgents per tipus,Practiques,6788.0,actuacions,
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Actuacions no urgents per tipus,Simulacres,116.0,actuacions,
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Actuacions no urgents per tipus,Simulacres,183.0,actuacions,
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Actuacions no urgents per tipus,Suport tecnic,251.0,actuacions,
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Actuacions no urgents per tipus,Suport tecnic,223.0,actuacions,
ISC,2021,137,Cataluña,ccaa,Bombers i emergencies,Actuacions no urgents per tipus,Total no urgents,22795.0,actuacions,
ISC,2022,137,Cataluña,ccaa,Bombers i emergencies,Actuacions no urgents per tipus,Total no urgents,19037.0,actuacions,
ISC,2021,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Totals,Total actuacions CAR,114770.0,actuacions,
ISC,2022,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Totals,Total actuacions CAR,119959.0,actuacions,
ISC,2021,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Totals,Denunciesinfr. administratives,3575.0,denunciesVM,
ISC,2022,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Totals,Denunciesinfr. administratives,4005.0,denunciesVM,
ISC,2021,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Totals,Atestats,163.0,atestats,
ISC,2022,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Totals,Atestats,175.0,atestats,
ISC,2021,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Per ambit,"Fauna protegida, caca i pesca",44829.0,actuacions,~40% del total
ISC,2022,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Per ambit,"Fauna protegida, caca i pesca",42157.0,actuacions,~40% del total
ISC,2021,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Per ambit,Atestats per delictes contra la fauna,71.0,atestats,
ISC,2022,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Per ambit,Atestats per delictes contra la fauna,82.0,atestats,
ISC,2021,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Per ambit,Prevencio i investigacio incendis forestals,19880.0,actuacions,~20% del total
ISC,2022,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Per ambit,Prevencio i investigacio incendis forestals,25319.0,actuacions,"+27,36% vs 2021; efecte canvi climatic i estiu extrem"
ISC,2021,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Per ambit,Recursos forestals,13179.0,actuacions,~10% del total
ISC,2022,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Per ambit,Recursos forestals,12476.0,actuacions,~10% del total
ISC,2021,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Per ambit,Espais naturals protegits i biodiversitat,16119.0,actuacions,~20% del total
ISC,2022,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Per ambit,Espais naturals protegits i biodiversitat,21003.0,actuacions,"+30,30% vs 2021; increment us medi natural com oci"
ISC,2021,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Per ambit,Actuacions educacio i sensibilitzacio ambiental (activitats),552.0,activitats,10.857 assistents
ISC,2022,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Per ambit,Actuacions educacio i sensibilitzacio ambiental (activitats),714.0,activitats,16.901 assistents
ISC,2021,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Per ambit,Assistents educacio ambiental,10857.0,persones,
ISC,2022,137,Cataluña,ccaa,Cos d'Agents Rurals - actuacions,Per ambit,Assistents educacio ambiental,16901.0,persones,
ISC,2021,137,Cataluña,ccaa,Trucades d'urgencia al 112,Volum,Total trucades rebudes 112,3169109.0,trucades,"+5,7% vs 2020"
ISC,2022,137,Cataluña,ccaa,Trucades d'urgencia al 112,Volum,Total trucades rebudes 112,3391044.0,trucades,+7% vs 2021
ISC,2021,137,Cataluña,ccaa,Trucades d'urgencia al 112,Volum,Trucades operatives (activen recurs),2096884.0,trucades,+11% vs 2020
ISC,2022,137,Cataluña,ccaa,Trucades d'urgencia al 112,Volum,Trucades operatives (activen recurs),2234855.0,trucades,"+6,6% vs 2021"
ISC,2021,137,Cataluña,ccaa,Trucades d'urgencia al 112,Volum,Variacio trucades no operatives,-2.6,%,Reducció
ISC,2022,137,Cataluña,ccaa,Trucades d'urgencia al 112,Volum,Variacio trucades no operatives,17.4,%,Increment
ISC,2021,137,Cataluña,ccaa,Trucades d'urgencia al 112,Volum,Variacio trucades informatives,-4.0,%,Reduccio
ISC,2022,137,Cataluña,ccaa,Trucades d'urgencia al 112,Volum,Variacio trucades informatives,-15.2,%,Reduccio
ISC,2021,137,Cataluña,ccaa,Trucades d'urgencia al 112,Qualitat del servei,Nivell d'atencio (% gestionades sobre rebudes),98.9,%,Objectiu: 95%
ISC,2022,137,Cataluña,ccaa,Trucades d'urgencia al 112,Qualitat del servei,Nivell d'atencio (% gestionades sobre rebudes),99.1,%,Objectiu: 95%
ISC,2021,137,Cataluña,ccaa,Trucades d'urgencia al 112,Qualitat del servei,Nivell de servei (% ateses < 10 segons),96.2,%,Objectiu: 95%
ISC,2022,137,Cataluña,ccaa,Trucades d'urgencia al 112,Qualitat del servei,Nivell de servei (% ateses < 10 segons),96.8,%,Objectiu: 95%
ISC,2019,137,Cataluña,ccaa,Seguretat viaria,Victimes mortals per accident de transit,Victimes mortals a 30 dies,304.0,victimes,
ISC,2021,137,Cataluña,ccaa,Seguretat viaria,Victimes mortals per accident de transit,Victimes mortals a 30 dies,242.0,victimes,
ISC,2022,137,Cataluña,ccaa,Seguretat viaria,Victimes mortals per accident de transit,Victimes mortals a 30 dies,264.0,victimes,Increment vs 2021; encara per sota de 2019
ISC,2022,137,Cataluña,ccaa,Seguretat viaria,Esperanca de vida,Esperanca de vida total Catalunya,83.3,anys,"+1,3 anys sobre la mitja zona euro (82 anys)"
ISC,2022,137,Cataluña,ccaa,Seguretat viaria,Esperanca de vida,Esperanca de vida dones,86.3,anys,
ISC,2022,137,Cataluña,ccaa,Seguretat viaria,Esperanca de vida,Esperanca de vida homes,80.8,anys,
ISC,2030,137,Cataluña,ccaa,Seguretat viaria,Objectius reduccio victimes,Objectiu reduccio victimes mortals UE al 2030 (vs 2020),-50.0,%,Objectiu europeu: -50%
ISC,2023,137,Cataluña,ccaa,Seguretat viaria,Objectius reduccio victimes,Objectiu Pla Seguretat Viaria 2021-2023 (vs 2021),-15.0,%,Reduccio del 15% de victimes mortals vs 2021
ISC,2009,137,Cataluña,ccaa,Manifestacions i concentracions,Comunicades,Total concentracions i manifestacions comunicades,1613.0,concentracions,
ISC,2010,137,Cataluña,ccaa,Manifestacions i concentracions,Comunicades,Total concentracions i manifestacions comunicades,2122.0,concentracions,
ISC,2011,137,Cataluña,ccaa,Manifestacions i concentracions,Comunicades,Total concentracions i manifestacions comunicades,2022.0,concentracions,
ISC,2012,137,Cataluña,ccaa,Manifestacions i concentracions,Comunicades,Total concentracions i manifestacions comunicades,3287.0,concentracions,
ISC,2013,137,Cataluña,ccaa,Manifestacions i concentracions,Comunicades,Total concentracions i manifestacions comunicades,5138.0,concentracions,
ISC,2014,137,Cataluña,ccaa,Manifestacions i concentracions,Comunicades,Total concentracions i manifestacions comunicades,4892.0,concentracions,
ISC,2015,137,Cataluña,ccaa,Manifestacions i concentracions,Comunicades,Total concentracions i manifestacions comunicades,3485.0,concentracions,
ISC,2016,137,Cataluña,ccaa,Manifestacions i concentracions,Comunicades,Total concentracions i manifestacions comunicades,2348.0,concentracions,
ISC,2017,137,Cataluña,ccaa,Manifestacions i concentracions,Comunicades,Total concentracions i manifestacions comunicades,9106.0,concentracions,Pic maxim; efecte referendum 1-O
ISC,2018,137,Cataluña,ccaa,Manifestacions i concentracions,Comunicades,Total concentracions i manifestacions comunicades,7467.0,concentracions,
ISC,2019,137,Cataluña,ccaa,Manifestacions i concentracions,Comunicades,Total concentracions i manifestacions comunicades,7701.0,concentracions,
ISC,2020,137,Cataluña,ccaa,Manifestacions i concentracions,Comunicades,Total concentracions i manifestacions comunicades,5440.0,concentracions,Reduccio per pandemia
ISC,2021,137,Cataluña,ccaa,Manifestacions i concentracions,Comunicades,Total concentracions i manifestacions comunicades,7701.0,concentracions,Represa concentracions prepandemia; per sobre 2019
ISC,2022,137,Cataluña,ccaa,Manifestacions i concentracions,Comunicades,Total concentracions i manifestacions comunicades,6676.0,concentracions,Reduccio 13% vs 2021
ISC,2018,137,Cataluña,ccaa,Activitat policies locals,Consultes al SIP,Consultes al SIP (milions),15.4,milions de consultes,Supera dades prepandemia els darrers dos anys
ISC,2019,137,Cataluña,ccaa,Activitat policies locals,Consultes al SIP,Consultes al SIP (milions),17.3,milions de consultes,Supera dades prepandemia els darrers dos anys
ISC,2020,137,Cataluña,ccaa,Activitat policies locals,Consultes al SIP,Consultes al SIP (milions),16.0,milions de consultes,Supera dades prepandemia els darrers dos anys
ISC,2021,137,Cataluña,ccaa,Activitat policies locals,Consultes al SIP,Consultes al SIP (milions),18.0,milions de consultes,Supera dades prepandemia els darrers dos anys
ISC,2022,137,Cataluña,ccaa,Activitat policies locals,Consultes al SIP,Consultes al SIP (milions),19.8,milions de consultes,Supera dades prepandemia els darrers dos anys
ISC,2018,137,Cataluña,ccaa,Activitat policies locals,Delictes per fet conegut principal,Delictes per fet conegut principal - PL (milers),111.0,milers de delictes,
ISC,2019,137,Cataluña,ccaa,Activitat policies locals,Delictes per fet conegut principal,Delictes per fet conegut principal - PL (milers),118.0,milers de delictes,
ISC,2020,137,Cataluña,ccaa,Activitat policies locals,Delictes per fet conegut principal,Delictes per fet conegut principal - PL (milers),77.0,milers de delictes,
ISC,2021,137,Cataluña,ccaa,Activitat policies locals,Delictes per fet conegut principal,Delictes per fet conegut principal - PL (milers),87.0,milers de delictes,
ISC,2022,137,Cataluña,ccaa,Activitat policies locals,Delictes per fet conegut principal,Delictes per fet conegut principal - PL (milers),106.0,milers de delictes,
ISC,2018,137,Cataluña,ccaa,Activitat policies locals,Detencions,Total detencions per policies locals,10269.0,detencions,Tendencia a l'alca des de 2021
ISC,2019,137,Cataluña,ccaa,Activitat policies locals,Detencions,Total detencions per policies locals,12203.0,detencions,Tendencia a l'alca des de 2021
ISC,2020,137,Cataluña,ccaa,Activitat policies locals,Detencions,Total detencions per policies locals,10667.0,detencions,Tendencia a l'alca des de 2021
ISC,2021,137,Cataluña,ccaa,Activitat policies locals,Detencions,Total detencions per policies locals,11976.0,detencions,Tendencia a l'alca des de 2021
ISC,2022,137,Cataluña,ccaa,Activitat policies locals,Detencions,Total detencions per policies locals,14192.0,detencions,Tendencia a l'alca des de 2021
ISC,2022,137,Cataluña,ccaa,Activitat policies locals,Serveis i actuacions per ambit (2022),Seguretat ciutadana (% serveis totals),31.0,%,"Mes d'un milio de serveis; +7,2% vs 2021"
ISC,2022,137,Cataluña,ccaa,Activitat policies locals,Serveis i actuacions per ambit (2022),Transit (% serveis totals),24.4,%,"Mes de 800.000 serveis; +9,1% vs 2021"
ISC,2022,137,Cataluña,ccaa,Dades obertes i transparencia,Conjunts de dades al portal dades obertes,Total resultats en materia de seguretat,120.0,resultats,"96 conjunts de dades, 23 pagines web, 1 mapa"
ISC,2022,137,Cataluña,ccaa,Dades obertes i transparencia,Conjunts de dades al portal dades obertes,Resultats relacionats amb policia,50.0,resultats,47 conjunts de dades
ISC,2022,137,Cataluña,ccaa,Dades obertes i transparencia,Conjunts de dades al portal dades obertes,Resultats relacionats amb transit,22.0,resultats,17 conjunts de dades
ISC,2022,137,Cataluña,ccaa,Dades obertes i transparencia,Conjunts de dades al portal dades obertes,Resultats relacionats amb emergencies,22.0,resultats,6 conjunts de dades
ISC,2022,137,Cataluña,ccaa,Dades obertes i transparencia,Conjunts de dades al portal dades obertes,Conjunts de dades sobre bombers,12.0,conjunts dades,
ISC,2022,137,Cataluña,ccaa,Dades obertes i transparencia,Conjunts de dades al portal dades obertes,Conjunts de dades de proteccio civil,10.0,conjunts dades,
ISC,2022,137,Cataluña,ccaa,Dades obertes i transparencia,Conjunts de dades al portal dades obertes,Conjunts de dades de formacio,8.0,conjunts dades,
ISC,2022,137,Cataluña,ccaa,Dades obertes i transparencia,Conjunts de dades al portal dades obertes,Conjunts de dades del 112,3.0,conjunts dades,
ISC,2022,137,Cataluña,ccaa,Dades obertes i transparencia,Conjunts de dades al portal dades obertes,Conjunts de dades de seguretat privada,3.0,conjunts dades,
ISC,2022,137,Cataluña,ccaa,Dades obertes i transparencia,Conjunts de dades al portal dades obertes,Conjunts de dades sobre agents rurals,2.0,conjunts dades,
ISC,2022,137,Cataluña,ccaa,Seguretat privada,Personal control d'acces,Personal habilitat control d'acces vigent,3904.0,persones,Final de 2022; dues convocatories anuals des de 2022
